book_title,book_brand,book_price
The Invisible Life of Addie LaRue,Transworld Publishers Ltd,16.49
Killers of a Certain Age,Hachette Book Group USA,14.09
The Charm Offensive,Harper Collins Publ. UK,16.09
Strange Sally Diamond,Bloomsbury UK,21.39
"Patterson, J: 23rd Midnight",Penguin Books Ltd (UK),22.39
Wrong Place Wrong Time,Pan Macmillan,14.09
The Truth,Harper Collins Publ. UK,18.19
Making Money,Hodder And Stoughton Ltd.,18.19
"Baldacci, D: Dream Town",Bloomsbury UK,11.19
A Murder is Announced,Macmillan USA,20.19
Violeta,"Little, Brown Book Group",14.09
Black Cake,Random House LCC US,14.09
The 6:20 Man,Random House LCC US,12.89
Insomnia,"Little, Brown Book Group",14.09
Gwendy's Final Task,Pan Macmillan,15.29
Queen of Shadows,Faber And Faber Ltd.,15.29
Mistborn 1,Pan Macmillan,28.19
Leviathan Falls,HarperCollins Publishers,17.79
Rizzoli & Isles: Listen to Me,Harper Collins Publ. UK,15.29
Daisy Jones & The Six (TV Tie-in Edition),Simon + Schuster UK,15.89
Encore in Death: An Eve Dallas thriller (In Death 56),Simon + Schuster Inc.,20.19
Exodus,BERKLEY BOOKS,14.09
Nine Lives,Penguin Books Ltd (UK),14.09
Exiles,Random House LCC US,23.89
"Willingham, S: All the Dangerous Things",Simon + Schuster UK,27.29
Weyward,Random House UK Ltd,22.69
Heart Bones,Random House UK Ltd,25.69
Heart Bones,Pan Macmillan,23.29
River Sing Me Home,Hachette Book Group USA,39.89
A Long Time Coming,Head of Zeus Ltd.,15.29
Beautiful,Penguin LCC US,15.29
Beautiful Disaster. Film Tie-In,Transworld Publ. Ltd UK,14.09
Always Only You,"Little, Brown Book Group",14.59
Only When It's Us,HODDER & STOUGHTON,15.29
The Murders at Fleat House,Macmillan USA,16.49
The Cabinet of Dr. Leng,Hodder And Stoughton Ltd.,22.69
The Cabinet of Dr. Leng,Faber And Faber Ltd.,24.49
How to Sell a Haunted House,Harper Collins Publ. UK,12.89
We All Want Impossible Things,Dorling Kindersley Ltd.,20.19
Desperation in Death,"Little, Brown Book Group",15.29
A Strange Hymn,Ancient Wisdom Publications,17.49
Hell Bent,PSH Publishing,26.29
Something to Hide,Wordsworth Editions,14.09
A Terrible Kindness,BLOOM BOOKS,14.09
Trapped,NEW YORK REVIEW OF BOOKS,11.59
Underneath the Sycamore Tree,Soho Crime,13.49
Loathe To Love You,Soho Crime,16.49
"Dixon, F: Hardy Boys",Grand Central Publishing,22.89
Darling Venom,CreateSpace Independent Publishing Platform,31.09
The Idiot,St. Martin's Press,10.29
Final Offer,Riverhead Books,23.29
Swann's Way,Doubleday Books,24.49
London Rules,PENGUIN GROUP,21.79
Real Tigers,Harper,21.89
Diablo Mesa,Orion Publishing Co,24.19
Wild Irish Heart,Orion Publishing Group,20.99
The Soulmate,Orion Publishing Co,37.59
The Vanishing Half,Orion Publishing Group,34.99
Lessons in Chemistry,Orion Publishing Group,37.49
The Woman in White,Pan Macmillan,14.19
The White Lady,"Little, Brown Book Group",38.79
Daisy Haites: The Great Undoing,PAMELA DORMAN BOOKS,23.29
The Long Way Home,Hodder And Stoughton Ltd.,20.19
Sword of Destiny,Orion Publishing Group,43.09
Grass,Orion Publishing Group,17.09
The Man Who Fell to Earth,Transworld Publ. Ltd UK,15.29
Invisible,Penguin Books Ltd (UK),14.09
The Circus Train,Quercus Publishing Plc,23.29
"Boyne, J: ALL THE BROKEN PLACES",Random House LCC US,41.29
A World of Curiosities,"Little, Brown Book Group",23.29
Gateway,Blackthorn Books,15.89
The Word for World is Forest,Macmillan USA,14.09
"Yarros, R: Things We Leave Unfinished","Little, Brown Book Group",12.89
Snow Crash,HarperCollins Publishers,15.29
The Flatshare. TV Tie-In,Harper Collins Publ. UK,14.09
Snow Crash,Simon + Schuster UK,51.39
Astrid Parker Doesn't Fail,Headline,16.49
"Kent, R: God of Wrath",HODDER & STOUGHTON,52.89
The Lost Metal,"Little, Brown Book Group",27.49
Falls Boys,Outlook Verlag,15.89
The Mysterious Affair at Styles,HARPERCOLLINS,26.79
Heart of the Sun Warrior,Headline,21.99
Racing the Light,Headline,20.19
When Gracie Met The Grump,Harper Collins Publ. UK,15.89
Something to Hide,Orion Publishing Group,30.09
The World We Make,Orion Publishing Group,23.29
The Imitation of Christ,Pan Macmillan,65.19
WRONG PLACE WRONG TIME -LP,Random House UK Ltd,48.59
Going Rogue,Harper Collins Publ. UK,23.29
A Very Merry Bromance,"Little, Brown Book Group",15.89
"Girl, Forgotten",Atlantic Books,14.09
Do Androids Dream Of Electric Sheep?,Random House LCC US,15.89
I Am Legend,Hodder And Stoughton Ltd.,15.89
Flying Angels,Faber And Faber Ltd.,10.99
City of the Dead,Bloomsbury UK,16.49
A River Enchanted,Random House LCC US,14.59
The Becoming,Hodder And Stoughton Ltd.,14.09
Call Me By Your Name,Random House LCC US,23.29
The Boys from Biloxi,Random House UK Ltd,32.39
The Boys from Biloxi,HarperCollins Publishers,32.39
Demon Copperhead,"Little, Brown Book Group",23.89
Liberation Day,Hodder And Stoughton Ltd.,18.99
Liberation Day,Orion Publishing Group,25.09
The Gilded Cage,Bloomsbury UK,14.59
The Christmas Spirit,"Little, Brown Book Group",31.19
22 Seconds,Pan Macmillan,12.19
The Complete Guide to Middle-earth,Hachette Book Group USA,175.79
The Wish,Macmillan USA,14.59
The Queen of Attolia,Penguin Books Ltd (UK),14.09
Cytonic,Penguin Books Ltd (UK),16.49
Harry Potter and the Order of the Phoenix. Illustrated Edition,Penguin Books Ltd (UK),63.09
Mistakes Were Made,Faber And Faber Ltd.,15.89
Long Shadows,LARGE PRINT DISTRIBUTION,20.19
"Baldacci, D: Long Shadows",Outlook Verlag,18.49
"Red, White & Royal Blue: Collector's Edition",Edulit Verlag,39.19
The Inadequate Heir,MONTLAKE ROMANCE,15.29
The Bridge Kingdom,Harper Collins Publ. UK,15.29
The Traitor Queen,Random House LCC US,15.29
Bell Jar,Hodder And Stoughton Ltd.,23.29
Never,Simon + Schuster UK,34.99
Martin Eden,Macmillan USA,117.49
Noughts & Crosses,Pan Macmillan,11.89
Beautiful Graves,Quercus Publishing Plc,19.79
Crossroads,"Little, Brown Book Group",16.49
Mad Honey,Hodder And Stoughton Ltd.,27.49
Mad Honey,Hodder And Stoughton Ltd.,23.89
The Winners,Random House LCC US,23.89
Crossroads,Random House UK Ltd,18.99
Dream Town,Hodder And Stoughton Ltd.,11.59
Bleeding Heart Yard,Hodder And Stoughton Ltd.,23.29
Verity,Harper Collins Publ. UK,31.19
Foul Lady Fortune,Random House UK Ltd,26.29
Foul Lady Fortune,Transworld Publ. Ltd UK,23.89
The Golden Enclaves,Hodder And Stoughton Ltd.,25.09
The Golden Enclaves,Harper Collins Publ. UK,22.69
Overkill,Penguin Books Ltd (UK),23.29
The Heart of Betrayal,Random House UK Ltd,15.89
Take Your Breath Away,Macmillan USA,15.29
One Step Too Far,Outlook Verlag,15.29
All The Broken Places,Workman Publishing,23.89
The Beauty of Darkness,Simon + Schuster Inc.,15.89
Daughter of the Moon Goddess,Hodder And Stoughton Ltd.,15.29
The Bullet That Missed,Macmillan USA,30.59
Go Tell the Bees that I am Gone,Pan Macmillan,16.49
Nona the Ninth,Random House UK Ltd,40.99
Peter Pan,Random House UK Ltd,65.19
The Storied Life of A.J. Fikry. Movie Tie-in,Harper Collins Publ. UK,23.89
Fairy Tale,Anaconda Verlag,33.69
Fairy Tale,Random House LCC US,32.39
Desperation in Death,Headline,39.79
Wolfsong,"Little, Brown Book Group",23.89
Blowback,Hodder And Stoughton Ltd.,21.39
Act of Oblivion,Hachette Book Group USA,22.69
A Flicker in the Dark,Harper Collins Publ. USA,15.29
1984,"Little, Brown Book Group",12.19
Carrie Soto Is Back,Harper Collins Publ. USA,23.89
The Marriage Portrait,Penguin LCC US,23.89
The Ink Black Heart,POCKET BOOKS,43.79
Kingdom of the Cursed,Faber And Faber Ltd.,15.29
"Baldacci, D: Mercy",Harper Collins Publ. UK,11.19
Babel,Random House UK Ltd,23.89
Scandalized,Harper Collins Publ. UK,16.89
"Girl, Forgotten",BLACK LIZARD,26.29
The Very Secret Society of Irregular Witches,Pan Macmillan,21.39
Scandalized,Pan Macmillan,16.19
Foster,Pan Macmillan,14.09
The Lord of the Rings. TV Tie-In,Pan Macmillan,39.19
The Twist of a Knife,Faber And Faber Ltd.,22.69
The Change,Welbeck Publishing Group,20.79
The Son (Special Edition),Simon + Schuster UK,26.59
No Country for Old Men. Collection Edition,Headline,15.89
The Crossing. Collection Edition,Hachette Book Group USA,15.89
Cities of the Plain. Collection Edition,Random House LCC US,15.89
All the Pretty Horses. Collection Edition,"Little, Brown Book Group",15.89
The Latecomer,Macmillan USA,15.29
The Forest of Vanishing Stars,Orion Publishing Group,15.29
Game On,Simon + Schuster UK,12.89
The Last House on the Street,Pan Macmillan,14.69
The 6:20 Man,Random House UK Ltd,22.69
The Butler,Penguin Books Ltd (UK),14.09
Abandoned in Death,Penguin LCC US,15.29
Light From Uncommon Stars,ATRIA,26.29
The Tin Roof Blowdown,Macmillan USA,15.89
"Cold, Cold Bones",Pan Macmillan,21.39
Complications,HarperCollins Publishers,14.09
Fear No Evil,HarperCollins Publishers,12.89
Dark Horse,Harper Collins Publ. UK,12.89
One Step Too Far,Harper Collins Publ. UK,14.59
"Evanovich, J: GAME ON",HarperCollins Publishers,26.59
A Prayer for the Crown-Shy,Harper Collins Publ. UK,30.59
Never,Transworld Publ. Ltd UK,18.39
The Fellowship of the Ring,Random House UK Ltd,16.89
The Return of the King,"Little, Brown Book Group",16.19
The Fellowship of the Ring. TV Tie-In,"Little, Brown Book Group",15.89
The Two Towers. TV Tie-In,Random House UK Ltd,15.89
The Two Towers,Harper Collins Publ. UK,16.19
The Return of the King. TV Tie-In,Penguin LCC US,15.89
Listen to Me,Random House LCC US,22.69
The Lincoln Highway,Random House LCC US,16.49
It's Better This Way,"Little, Brown Book Group",16.09
The Gray Man. TV Tie-In,Orion Publishing Group,14.69
Escape,Hodder And Stoughton Ltd.,21.39
We Are Not Like Them,"Little, Brown Book Group",15.29
Hell of a Book,Faber And Faber Ltd.,20.19
The Last Graduate,Simon + Schuster Inc.,17.79
It's Better This Way,Random House LCC US,14.09
Lying Beside You,Hodder And Stoughton Ltd.,23.89
The Brass Verdict,Edulit Verlag,14.69
The Lies I Tell,Penguin LCC US,23.89
Lying Beside You,HODDER & STOUGHTON,29.99
Still Born,Hodder And Stoughton Ltd.,20.79
Finding Perfect,"Hot-lanta Publishing, LLC",22.69
The Judge's List,Penguin LCC US,14.09
The Judge's List,Random House LCC US,15.29
The Absolutely True Diary of a Part-Time Indian,Random House LCC US,11.89
Horse,Bloomsbury UK,26.29
Billy Summers,Dorling Kindersley Ltd.,18.19
Golden Girl,HarperCollins Publishers,14.69
So Not Meant To Be,Pan Macmillan,40.79
Nora Goes Off Script,Random House UK Ltd,25.09
What Strange Paradise,Transworld Publ. Ltd UK,17.09
Nightcrawling,Random House UK Ltd,25.09
Nightcrawling,Orion Publishing Group,23.89
A Game of Retribution,Macmillan USA,14.09
Middlesex,"Little, Brown Book Group",17.69
The Murders at Fleat House,Hodder And Stoughton Ltd.,23.89
Either/Or,Random House LCC US,21.39
Great Circle,Macmillan USA,15.29
The President's Daughter,"Little, Brown Book Group",12.89
The Wisdom of Crowds,Penguin Books Ltd (UK),16.49
Nightwork,Simon + Schuster UK,23.89
A Lady For a Duke,"Little, Brown Book Group",15.89
The Madness of Crowds,Penguin Books Ltd (UK),14.69
Complications,Harper Collins Publ. UK,12.89
The Madness of Crowds,Headline,14.69
Nightwork,OTHER PR LLC,20.79
Wrong Place Wrong Time,Penguin LCC US,20.19
Enemy at the Gates,Random House LCC US,14.69
Legacy,Penguin LCC US,14.69
The Man Who Died Twice,EduGorilla Community Pvt. Ltd.,15.29
The Fall of Gondolin,Orion Publishing Group,14.69
Razorblade Tears,THORNDIKE PR,16.19
"Villada, C: BAD GIRLS",HarperCollins Publishers,35.69
Every Summer After,Blackthorn Books,17.09
The Man Who Fell to Earth. TV Tie-In,Hachette Book Group USA,17.79
Book Lovers,Simon + Schuster Inc.,37.29
A Christmas Carol,Pan Macmillan,27.69
Sorrow and Bliss,Harper Collins Publ. UK,14.69
"Stuart, D: YOUNG MUNGO -LP",Pan Macmillan,65.69
City on Fire,Hodder And Stoughton Ltd.,35.99
"Kent, R: Vicious Prince",Hodder And Stoughton Ltd.,45.59
Dream Town,Harper Collins Publ. USA,22.69
Fevered Star,"Little, Brown Book Group",38.59
Dream Town,Random House LCC US,21.39
Beren and Lúthien,Random House LCC US,14.69
Sea of Tranquility,Random House LCC US,23.89
Memphis,Flatiron Books,24.49
The Third Grave,Hodder And Stoughton Ltd.,15.29
Mary Jane,Edulit Verlag,23.29
True Biz,Simon + Schuster UK,22.69
Great Circle,Harper Collins Publ. UK,17.79
Star Wars Legends - Kenobi,Random House LCC US,18.39
True Biz,Macmillan USA,34.89
"Zhang, J: 4 TREAS OF THE SKY",Pan Macmillan,40.59
The Prison Healer,Random House UK Ltd,14.69
The Hate U Give,Headline,12.19
All Your Perfects,Pan Macmillan,14.69
Over My Dead Body,Pan Macmillan,11.59
Nine Lives,Random House UK Ltd,12.89
Hideaway,Penguin Books Ltd (UK),14.69
Finding Ashley,Harper Collins Publ. UK,14.09
A Town Called Solace,Hodder And Stoughton Ltd.,15.29
Peach Blossom Spring,LARGE PRINT DISTRIBUTION,24.49
Shards of Earth,Harper Collins Publ. USA,16.49
The Missing Sister,Hodder And Stoughton Ltd.,15.29
The Red Book,Outlook,11.79
The Magician,"Little, Brown Book Group",16.49
Still Life,Harper Collins Publ. USA,15.29
"The Galaxy, and the Ground Within",GRIFFIN,15.29
"Archer, J: HIDDEN IN PLAIN SIGHT -LP",Penguin Books Ltd,27.99
Woman on Fire,Head of Zeus Ltd.,23.29
Real Tigers,Pan Macmillan,14.69
"Johnston, D: Translation of Dante's Inferno",Pan Macmillan,78.29
Delilah Green Doesn't Care,Pan Macmillan,15.89
The Alice Network,Pan Macmillan,13.49
"Archer, J: TURN A BLIND EYE",Pan Macmillan,26.59
"Keyes, M: Again, Rachel",Penguin Books Ltd (UK),35.69
Diablo Mesa,Pan Macmillan,23.29
A Desolation Called Peace,Macmillan USA,15.89
A Manual for Cleaning Women,Hachette Book Group USA,16.49
Station Eleven,Bloomsbury UK,16.49
Blood Meridian,Random House LCC US,16.49
The Four Winds,Random House UK Ltd,11.59
The Push,Quercus Publishing Plc,15.29
The Heron's Cry,Penguin Books Ltd (UK),14.69
Dawnshard,Penguin LCC US,15.89
Diablo Mesa,Harper Collins Publ. USA,22.69
House of Sky and Breath,Random House LCC US,31.39
With Love from London,AVON BOOKS,21.39
Steal,Random House LCC US,21.39
The Locked Room,"Little, Brown Book Group",24.49
Transcendent Kingdom,Random House LCC US,15.29
The Vanishing Half,Bloomsbury UK,22.69
Beautiful Little Fools,Penguin LCC US,23.29
The Violin Conspiracy,Headline,38.59
Count Your Lucky Stars,Headline,23.29
Recitatif,Headline,17.79
The Shadow of the Gods,HarperCollins Publishers,15.89
Finding Ashley,Faber And Faber Ltd.,14.09
Violeta,Random House UK Ltd,22.69
The Witch's Heart,Harper Collins Publ. USA,17.09
Adulthood Rites,Hodder And Stoughton Ltd.,17.09
Dawn,Penguin LCC US,16.49
Imago,Pan Macmillan,16.49
Daughter of the Moon Goddess,Pan Macmillan,30.09
A Terrible Kindness,Hodder And Stoughton Ltd.,21.39
Malice,Bonnier Books UK,15.29
Daughter of the Moon Goddess,"Little, Brown Book Group",25.69
Something to Hide,Macmillan USA,29.99
Something to Hide,PAMELA DORMAN BOOKS,27.49
A Little Life,Delacorte Press,17.79
Invisible,BERKLEY BOOKS,24.49
Sooley,Warbler Classics,12.89
The Mirror Man,Tijan,18.99
Olga Dies Dreaming,Tijan,23.89
Olga Dies Dreaming,Bodleian Library,25.09
Iona Iverson's Rules for Commuting,Wordsworth Editions,34.99
Beautiful,CONTEXT LITERARY AGENCY LLC,44.69
Surviving Savannah,Sourcebooks Landmark,21.79
Alice's Adventures in Wonderland (Warbler Classics Illustrated Edition),Sourcebooks Casablanca,10.19
Fallen Crest University (Special Edition),Blackthorn Books,22.89
Fallen Fourth Down (Special Edition),Blackthorn Books,22.89
The Happy Prince & Other Tales,Suzeteo Enterprises,39.39
Dracula,Center Point,24.89
The Inadequate Heir,Mindy's Book Studio,24.79
The Book Woman's Daughter,Montlake,42.09
A Promise of Fire,Lake Union Publishing,20.69
Empire of Lust,Montlake,28.49
Tempted by Deception,Montlake,27.09
Eight Cousins,Lake Union Publishing,35.69
Hadley and Grace,Atria books,60.19
The Vibrant Years,Minotaur Books,21.59
The Brighter the Light,Minotaur Books,16.59
She's Up to No Good,Tor Books,19.39
Dead Against Her,Tor Books,23.29
Dead Against Her,Scribner Book Company,32.49
Well Behaved Wives,BERKLEY BOOKS,19.39
Point of Retreat,BERKLEY BOOKS,23.29
Badlands,Dial Press,22.99
The Madness of Crowds,BERKLEY BOOKS,23.29
The Lost Metal,BERKLEY BOOKS,38.79
The Collapsing Empire,Little Brown and Company,12.89
The Custom of the Country,Harper,33.19
Take My Hand,William Morrow & Company,34.99
A Very Merry Bromance,Harper Perennial,21.99
Memphis,HARPERCOLLINS,34.99
Lover Eternal,Orion Publishing Group,11.59
Ballistic,Flatiron Books,21.89
Triple Cross,Macmillan USA,42.79
Demon Copperhead,Chartwell Books,42.09
False Witness,Dorling Kindersley Ltd.,21.99
To Kill a Mockingbird,Pan Macmillan,25.89
Next in Line,Random House UK Ltd,37.59
The Hanging Garden,Transworld Publ. Ltd UK,14.69
His & Hers,Pan Macmillan,15.49
Forgotten in Death,"Little, Brown Book Group",14.69
The Picture of Dorian Gray,Sterling Publishing,17.69
A Game of Fate,Harper Collins Publ. USA,14.09
Confessions of a Forty-Something F**k Up,Random House UK Ltd,14.69
The Night She Disappeared,Pan Macmillan,14.09
The One Hundred Years of Lenni and Margot,Random House UK Ltd,15.29
Neighbours,Harper Collins Publ. USA,13.49
Jade Legacy,"Little, Brown Book Group",17.79
Alice's Adventures in Wonderland & Through the Looking-Glass (Deluxe Edition),Hodder And Stoughton Ltd.,47.69
The City of Mist,Hodder And Stoughton Ltd.,21.99
Serpentine,Hodder And Stoughton Ltd.,15.29
Never,Hodder And Stoughton Ltd.,29.99
Lore Olympus: Volume 01,Pan Macmillan,32.99
The Stranger in the Lifeboat,Macmillan USA,28.59
The Awakening,Allison and Busby Ltd,15.29
Kingdom of the Blind,"Little, Brown Book Group",15.29
The Nature of the Beast,Harper Collins Publ. UK,14.69
A Great Reckoning,"Little, Brown Book Group",15.29
A Trick of the Light,"Little, Brown Book Group",14.69
State of Terror,SCRIBNER BOOKS CO,28.59
The Eye of the World,Hodder And Stoughton Ltd.,15.89
The Consequences of Fear,Macmillan USA,14.69
Towers of Midnight,Bonnier Books UK,20.79
Empire of the Vampire,Pan Macmillan,23.89
A Master of Djinn,Random House LCC US,14.69
The Soulmate Equation,Macmillan USA,15.89
Billy Summers,Penguin Books Ltd (UK),43.39
Home Before Dark,Macmillan USA,14.69
A Psalm for the Wild-Built,Harper Collins Publ. USA,29.39
Songbirds,"Little, Brown Book Group",18.99
Nine Lives,Hodder And Stoughton Ltd.,26.59
Transcendent Kingdom,"Little, Brown Book Group",16.49
Migrations,Orion Publishing Co,23.89
Anxious People,C. Scott Publishing Corp.,16.49
All the Devils Are Here,"Little, Brown Book Group",14.69
The Secret Keeper of Jaipur,"Little, Brown Book Group",25.69
Nineteen Eighty-Four,"Little, Brown Book Group",14.69
The Flight,Sanage Publishing,15.29
The Underground Railroad,Macmillan USA,14.69
A Song for the Dark Times,Bloomsbury UK,16.89
Not Pretending Anymore,Quercus Publishing,33.89
"Act Your Age, Eve Brown",Pan Macmillan,16.49
The Night Watchman,HarperCollins Publishers,16.49
The Jackal,Quercus Publishing Plc,18.19
The Call Of Cthulhu and Other Weird Tales,Sanage Publishing,66.89
